citi_id,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
298,champerico,40,MX,1566944728,52,16.38,-93.6,307.15,2.6
299,tarata,0,PE,1566944728,67,-17.47,-70.03,290.15,4.1
300,mayfield,76,GB,1566944728,93,55.87,-3.04,289.26,2.1
301,batticaloa,100,LK,1566944728,71,7.71,81.69,297.1,1.13
302,kimbe,26,PG,1566944728,90,-5.56,150.15,296.4,1.19
303,hermanus,0,ZA,1566944728,75,-34.42,19.24,283.71,6.97
304,non thai,100,TH,1566944729,89,15.2,102.07,296.9,1.27
305,apollonia,0,GR,1566944729,53,40.64,23.49,300.93,3.1
306,victor harbor,75,AU,1566944729,93,-35.55,138.62,285.37,3.6
307,fershampenuaz,94,RU,1566944729,85,53.52,59.82,282.5,3.34
308,tasiilaq,82,GL,1566944619,76,65.61,-37.64,282.15,5.1
309,gat,20,SN,1566944663,88,14.69,-16.54,301.15,3.1
310,inhambane,0,MZ,1566944729,92,-23.87,35.38,290.9,2.61
311,sayyan,84,YE,1566944729,45,15.17,44.32,297.6,0.43
312,hambantota,20,LK,1566944729,100,6.12,81.12,299.15,4.6
313,kavali,100,IN,1566944730,61,14.91,79.99,302.1,4.48
314,constitucion,75,MX,1566944730,46,23.99,-104.67,297.59,3.1
315,havre-saint-pierre,75,CA,1566944313,64,50.23,-63.6,293.15,3.1
316,vilyuysk,100,RU,1566944730,96,63.75,121.63,286.2,3.55
317,mehriz,0,IR,1566944730,16,31.58,54.44,298.15,3.1
318,rafraf,40,TN,1566944730,61,37.19,10.18,300.15,3.1
319,forssa,0,FI,1566944730,87,60.82,23.63,288.71,1.9
320,bowen,12,AU,1566944730,100,-20.01,148.25,293.71,1.0
321,maceio,20,BR,1566944730,78,-9.67,-35.74,297.15,4.1
322,tadpatri,13,IN,1566944731,66,14.92,78.02,299.1,7.48
323,ha noi,75,VN,1566944587,94,21.02,105.84,299.15,2.1
324,balabac,100,PH,1566944433,85,7.99,117.06,299.8,6.71
325,pokhara,0,NP,1566944731,59,28.21,83.99,286.3,2.24
326,bathsheba,40,BB,1566944460,79,13.22,-59.52,302.15,5.7
327,berezovyy,100,RU,1566944731,85,51.67,135.7,286.2,1.32
328,panshi,20,CN,1566944731,98,42.94,126.05,286.8,1.56
329,pangai,90,TO,1566944707,88,-19.8,-174.35,297.15,6.2
330,busselton,94,AU,1566944530,83,-33.64,115.35,280.93,6.33
331,avarua,34,CK,1566944731,65,-21.21,-159.78,298.15,5.7
332,oksfjord,100,NO,1566944732,93,70.24,22.35,285.15,1.5
333,heihe,90,RU,1566944638,100,50.24,127.51,288.15,2.0
334,norman wells,75,CA,1566944732,39,65.28,-126.83,292.15,2.1
335,kota belud,75,MY,1566944639,78,6.35,116.43,299.15,3.1
336,marawi,100,PH,1566944732,92,8.0,124.29,296.48,2.24
337,pachperwa,0,IN,1566944732,80,27.52,82.65,301.1,2.87
338,eureka,1,US,1566944439,68,40.8,-124.16,296.48,3.1
339,kamenka,4,MD,1566944732,82,48.03,28.7,289.26,2.8
340,chuy,68,UY,1566944704,93,-33.69,-53.46,286.5,2.44
341,guerrero negro,0,MX,1566944732,80,27.97,-114.04,294.8,5.04
342,berlevag,75,NO,1566944732,87,70.86,29.09,285.15,4.6
343,pitimbu,20,BR,1566944733,83,-7.47,-34.81,297.15,4.6
344,port elizabeth,20,US,1566944709,69,39.31,-74.98,298.15,3.6
345,nishihara,90,JP,1566944733,94,35.74,139.53,302.04,2.6
346,sao joao da barra,0,BR,1566944733,68,-21.64,-41.05,294.15,2.1
347,san cristobal,65,HN,1566944658,48,14.68,-86.92,302.0,4.26
348,hirara,40,JP,1566944733,94,24.8,125.28,300.15,3.1
349,coos bay,1,US,1566944502,60,43.37,-124.22,312.04,4.1
350,mecca,0,SA,1566944618,62,21.43,39.83,302.6,2.28
351,yamada,75,JP,1566944733,88,36.58,137.08,297.59,1.5
352,butaritari,48,KI,1566944579,61,3.07,172.79,302.6,1.48
353,nagato,90,JP,1566944733,94,34.35,131.14,298.15,7.7
354,narsaq,49,GL,1566944733,57,60.91,-46.05,283.15,1.0
355,kavieng,0,PG,1566944733,73,-2.57,150.8,301.3,1.72
356,haines junction,88,CA,1566944734,41,60.75,-137.51,285.8,1.35
357,shimoda,100,JP,1566944734,90,34.7,138.93,299.82,0.45
358,palmas bellas,40,PA,1566944734,88,9.23,-80.09,305.15,2.1
359,esperance,100,AU,1566944734,65,-33.86,121.89,281.15,7.2
360,kano,100,NG,1566944734,82,11.99,8.53,297.1,2.12
361,severo-kurilsk,57,RU,1566944717,93,50.68,156.12,281.8,4.63
362,tessalit,0,ML,1566944734,40,20.2,1.01,306.3,6.84
363,dayong,75,CN,1566944734,83,25.02,118.29,302.15,1.0
364,lufilufi,40,WS,1566944735,83,-13.87,-171.6,298.71,6.95
365,lagos,20,NG,1566944667,88,6.46,3.39,298.15,2.1
366,pingliang,0,CN,1566944735,90,35.54,106.68,285.7,0.9
367,barcelona,20,ES,1566944454,83,41.38,2.18,298.15,3.1
368,luang prabang,100,LA,1566944735,99,19.89,102.14,294.6,0.45
369,coxim,100,BR,1566944735,40,-18.5,-54.75,302.4,3.15
370,bonavista,100,CA,1566944735,80,48.65,-53.11,287.59,8.06
371,anahuac,24,MX,1566944735,67,26.44,-109.02,310.93,3.13
372,coahuayana,100,MX,1566944736,67,18.62,-100.35,303.3,1.06
373,soyo,0,AO,1566944736,89,-6.13,12.37,295.5,5.62
374,nanakuli,75,US,1566944736,69,21.39,-158.15,302.04,2.6
375,port lincoln,100,AU,1566944736,72,-34.72,135.86,286.2,9.36
376,east london,51,ZA,1566944465,73,-33.02,27.91,284.0,3.83
377,bandarbeyla,100,SO,1566944736,75,9.49,50.81,297.1,7.62
378,gouyave,40,GD,1566944736,79,12.16,-61.73,302.15,0.8
379,buchanan,75,LR,1566944736,94,5.88,-10.05,297.15,6.96
380,kahului,40,US,1566944736,52,20.89,-156.47,305.15,10.8
381,pochutla,20,MX,1566944736,62,15.74,-96.47,305.93,5.1
382,boralday,0,KZ,1566944737,59,43.36,76.86,290.15,2.0
383,beian,0,NO,1566944737,93,63.66,9.57,291.48,3.1
384,vavozh,64,RU,1566944737,97,56.77,51.93,282.9,3.01
385,sisimiut,99,GL,1566944547,85,66.94,-53.67,279.5,10.84
386,saskylakh,100,RU,1566944737,85,71.97,114.09,286.0,1.83
387,vestmannaeyjar,76,IS,1566944719,87,63.44,-20.27,283.3,5.02
388,banjar,100,ID,1566944737,98,-7.37,108.54,292.5,0.09
389,dese,0,IT,1566944738,78,45.53,12.3,298.15,2.6
390,abha,0,SA,1566944738,48,18.22,42.5,292.15,2.1
391,vostok,100,RU,1566944564,98,46.45,135.83,288.1,1.47
392,abu samrah,0,SY,1566944738,52,35.3,37.18,297.0,3.22
393,mar del plata,100,AR,1566944547,76,-46.43,-67.52,278.9,3.36
394,sitka,90,US,1566944738,33,37.17,-99.65,300.93,4.02
395,caraquet,90,CA,1566944738,77,47.79,-64.94,293.15,1.0
396,saldanha,3,PT,1566944620,45,41.42,-6.55,297.2,1.97
397,nedjo,99,ET,1566944738,84,9.5,35.5,286.2,0.39
398,sao jose da coroa grande,0,BR,1566944739,90,-8.9,-35.15,294.3,2.84
399,takoradi,99,GH,1566944739,88,4.89,-1.75,296.3,2.04
400,gizo,40,IL,1566944739,74,31.8,34.94,300.15,1.5
401,shache,80,CN,1566944635,66,38.42,77.24,299.82,0.89
402,punta arenas,75,CL,1566944739,52,-53.16,-70.91,280.15,9.8
403,brokopondo,20,SR,1566944739,46,5.06,-54.98,306.15,3.1
404,saint-francois,0,FR,1566944739,73,46.42,3.91,294.15,0.96
405,cartagena,0,ES,1566944739,88,37.63,-1.0,295.37,2.1
406,flin flon,75,CA,1566944621,51,54.77,-101.88,289.15,6.7
407,lasa,0,CY,1566944674,88,34.92,32.53,300.15,3.1
408,xingyi,97,CN,1566944740,97,24.19,102.82,288.8,0.77
409,vaini,11,IN,1566944740,93,15.34,74.49,296.9,1.14
410,whitehorse,75,CA,1566944740,39,60.72,-135.06,290.15,2.6
411,ayagoz,0,KZ,1566944740,69,47.96,80.43,289.4,7.67
412,hudson bay,0,CA,1566944740,47,52.86,-102.4,289.3,5.66
413,stephenville,75,CA,1566944740,88,48.55,-58.59,291.48,4.6
414,gorontalo,75,ID,1566944702,83,0.54,123.06,296.2,3.66
415,sur,0,OM,1566944740,53,22.57,59.53,299.6,3.28
416,huancavelica,59,PE,1566944740,52,-12.79,-74.97,279.8,6.41
417,luebo,90,CD,1566944741,42,-5.35,21.42,302.3,0.95
418,solok,100,ID,1566944741,98,-0.79,100.66,291.8,1.07
419,surt,0,LY,1566944741,80,31.21,16.59,300.0,7.19
420,cam ranh,40,VN,1566944741,78,11.92,109.15,301.15,2.1
421,burla,26,RU,1566944741,86,53.34,78.33,283.7,2.82
422,moron,72,HT,1566944741,77,18.56,-74.26,301.4,2.21
423,atuona,13,PF,1566944742,72,-9.8,-139.03,299.4,8.17
424,bom despacho,75,BR,1566944742,40,-19.74,-45.25,297.0,1.56
425,san giovanni la punta,0,IT,1566944742,88,37.58,15.1,298.15,0.5
426,lima,90,PE,1566944594,82,-12.06,-77.04,290.15,2.1
427,carnarvon,0,ZA,1566944742,51,-30.97,22.13,279.7,2.86
428,brigantine,1,US,1566944742,69,39.41,-74.36,296.48,4.6
429,artigas,0,BR,1566944742,84,-30.4,-56.46,293.1,3.64
430,valenca,20,BR,1566944742,95,-13.37,-39.07,291.6,1.08
431,gamba,6,CN,1566944743,67,28.28,88.52,278.5,1.14
432,ringkobing,75,DK,1566944743,88,56.09,8.24,295.37,4.6
433,markova,0,RU,1566944743,100,52.21,104.21,279.15,2.0
434,sobolevo,13,RU,1566944743,91,54.43,31.9,287.3,2.72
435,khatanga,99,RU,1566944743,90,71.98,102.47,283.8,4.6
436,la ronge,40,CA,1566944743,59,55.1,-105.3,290.15,4.1
437,rosarito,20,CO,1566944743,40,4.91,-75.23,306.15,2.6
438,arraial do cabo,0,BR,1566944744,64,-22.97,-42.02,294.15,5.7
439,port alfred,2,ZA,1566944540,71,-33.59,26.89,288.15,2.24
440,robertsport,100,LR,1566944744,91,6.75,-11.37,297.4,4.47
441,duncan,90,US,1566944635,74,34.5,-97.96,301.15,4.6
442,ahipara,100,NZ,1566944668,100,-35.17,173.16,287.04,4.4
443,luderitz,0,NA,1566944744,62,-26.65,15.16,286.15,8.2
444,benguela,58,AO,1566944744,89,-12.58,13.4,293.3,3.76
445,mount isa,0,AU,1566952551,23,-20.73,139.49,291.15,8.7
446,tarata,90,PE,1566952815,82,-17.47,-70.03,287.15,2.6
447,batavia,90,US,1566952658,83,43.0,-78.19,296.48,2.1
448,balabac,100,PH,1566952816,83,7.99,117.06,300.3,6.75
449,baykit,8,RU,1566952816,72,61.68,96.39,283.3,2.67
450,santa maria,0,BR,1566952817,43,-16.02,-48.01,295.15,3.6
451,mwense,0,ZM,1566952817,41,-10.39,28.7,291.0,1.32
452,gigmoto,100,PH,1566952818,82,13.78,124.39,301.2,7.27
453,mount darwin,0,ZW,1566952818,58,-16.77,31.58,287.6,1.18
454,barcelona,20,ES,1566952810,83,41.38,2.18,297.59,3.1
455,muros,90,ES,1566952818,93,42.77,-9.06,293.15,1.5
456,kodiak,1,US,1566952818,60,39.95,-94.76,295.37,2.1
457,pasuruan,51,ID,1566952819,71,-7.64,112.91,297.1,0.48
458,yulara,0,AU,1566952819,26,-25.24,130.99,288.15,4.6
459,qaqortoq,51,GL,1566952819,70,60.72,-46.03,280.15,2.6
460,baghdad,0,IQ,1566952819,26,33.3,44.38,306.15,4.6
461,aksarka,97,RU,1566952819,77,66.56,67.8,277.4,8.48
462,leshukonskoye,12,RU,1566952819,97,64.9,45.76,274.0,1.94
463,katsuura,75,JP,1566952820,94,33.93,134.5,300.37,0.5
464,cabo san lucas,20,MX,1566952743,51,22.89,-109.91,304.82,4.1
465,palmer,75,AU,1566952820,76,-34.85,139.16,286.48,5.1
466,namibe,0,AO,1566952820,78,-15.19,12.15,291.7,5.73
467,little current,1,CA,1566952820,83,45.98,-81.93,294.15,2.1
468,ha noi,20,VN,1566952820,83,21.02,105.84,301.15,1.0
469,pangai,75,TO,1566952821,83,-19.8,-174.35,298.15,4.1
470,san cristobal,42,HN,1566952821,63,14.68,-86.92,297.5,2.95
471,hudson bay,1,CA,1566952821,55,52.86,-102.4,288.2,4.75
472,burla,23,RU,1566952821,84,53.34,78.33,282.0,2.92
473,shubarkuduk,100,KZ,1566952821,26,49.15,56.49,289.6,3.32
474,culfa,40,AZ,1566952821,49,38.95,45.63,295.15,3.1
475,constitucion,75,MX,1566952822,56,23.99,-104.67,297.04,7.2
476,saint-louis,0,SN,1566952822,83,16.03,-16.5,300.15,2.1
477,kropotkin,33,RU,1566952822,38,45.43,40.58,294.82,4.74
478,nemuro,75,JP,1566952770,88,43.32,145.57,292.15,3.1
479,vavozh,87,RU,1566952822,96,56.77,51.93,280.6,3.68
480,meulaboh,100,ID,1566952822,80,4.14,96.13,300.0,2.72
481,manggar,89,ID,1566952823,79,-2.88,108.27,299.8,3.34
482,mayfield,84,GB,1566952823,93,55.87,-3.04,288.15,1.0
483,ulcinj,0,ME,1566952686,41,41.93,19.22,299.15,3.6
484,hobyo,94,SO,1566952823,81,5.35,48.53,297.0,10.21
485,saint-joseph,90,FR,1566952629,64,43.56,6.97,299.15,1.5
486,phitsanulok,20,TH,1566952823,94,16.82,100.26,299.15,1.0
487,sinnamary,0,GF,1566952823,77,5.38,-52.96,301.2,7.47
488,paamiut,31,GL,1566952824,85,61.99,-49.67,278.9,11.53
489,emerald,0,AU,1566952824,64,-23.53,148.16,294.82,2.6
490,atambua,70,ID,1566952824,69,-9.11,124.89,297.8,7.27
491,pemba,40,MZ,1566952824,94,-12.97,40.52,295.15,1.5
492,bethel,90,US,1566952692,76,60.79,-161.76,287.15,3.1
493,conde,20,BR,1566952824,98,-11.81,-37.61,291.9,1.4
494,berlevag,100,NO,1566952550,95,70.86,29.09,282.9,4.77
495,steamboat springs,1,US,1566952557,16,40.48,-106.83,301.15,4.1
496,duncan,40,US,1566952825,74,34.5,-97.96,301.15,3.1
497,sobolevo,7,RU,1566952825,90,54.43,31.9,285.5,2.31
498,banepa,75,NP,1566952825,94,27.63,85.52,295.15,1.0
499,nanakuli,75,US,1566952825,62,21.39,-158.15,305.15,3.1
500,husavik,100,CA,1566952825,90,50.56,-96.99,284.82,3.13
501,flin flon,14,CA,1566952826,46,54.77,-101.88,287.7,5.67
502,laramie,1,US,1566952826,13,41.31,-105.59,295.15,4.6
503,svetlogorsk,40,RU,1566952663,66,53.14,59.15,284.15,3.0
504,dourbali,1,TD,1566952826,87,11.81,15.86,297.2,2.68
505,isangel,75,VU,1566952632,54,-19.55,169.27,301.15,8.2
506,erzin,40,TR,1566952826,83,36.95,36.2,299.82,5.1
507,batagay-alyta,83,RU,1566952826,83,67.8,130.41,281.6,1.32
508,saskylakh,100,RU,1566952827,85,71.97,114.09,286.3,3.72
509,yamada,75,JP,1566952827,88,36.58,137.08,299.26,2.1
510,oksfjord,100,NO,1566952827,100,70.24,22.35,284.15,1.0
511,kabare,52,RW,1566952827,93,-1.65,29.38,285.9,0.4
512,ambunti,90,PG,1566952828,81,-4.22,142.82,300.9,0.94
513,bang saphan,75,TH,1566952828,94,11.21,99.51,298.15,1.0
514,vostok,100,RU,1566952828,97,46.45,135.83,288.3,1.12
515,cairns,40,AU,1566952601,57,-16.92,145.77,300.37,6.7
516,fostoria,90,US,1566952828,48,43.24,-95.16,293.71,8.2
517,whitehorse,75,CA,1566952828,36,60.72,-135.06,290.15,9.3
518,carnarvon,0,ZA,1566952555,56,-30.97,22.13,277.9,3.58
519,ossora,100,RU,1566952829,98,59.24,163.07,283.6,1.52
520,koping,0,SE,1566952829,82,59.51,15.99,290.37,1.5
521,zhigansk,98,RU,1566952829,48,66.77,123.37,291.6,1.97
522,coolum beach,3,AU,1566952829,66,-26.53,153.09,294.82,0.73
523,grindavik,75,IS,1566952829,93,63.84,-22.43,283.15,3.6
524,seoul,40,KR,1566952658,74,37.57,126.98,299.15,1.5
525,gaffney,90,US,1566952742,100,35.07,-81.65,296.48,2.1
526,buala,100,SB,1566952830,87,-8.15,159.59,298.8,2.72
527,sorland,56,NO,1566952830,95,67.67,12.69,285.7,4.91
528,alyangula,18,AU,1566952832,36,-13.85,136.42,299.15,4.6
529,bethanien,0,NA,1566952832,55,-26.5,17.16,276.4,0.53
530,kloulklubed,75,PW,1566952832,79,7.04,134.26,302.15,3.6
531,kavieng,7,PG,1566952832,72,-2.57,150.8,301.3,1.32
532,srednekolymsk,100,RU,1566952832,80,67.46,153.71,279.9,5.06
533,tecolutla,56,MX,1566952832,94,17.31,-98.74,292.2,1.79
534,saint anthony,1,US,1566952833,16,43.97,-111.68,300.15,1.5
535,bandarbeyla,22,SO,1566952833,65,9.49,50.81,296.9,10.82
536,pendleton,90,US,1566952833,100,34.65,-82.78,296.48,0.98
537,markova,0,RU,1566952833,87,52.21,104.21,284.15,2.0
538,bulalacao,100,PH,1566952833,93,13.7,123.78,297.9,3.05
539,bilma,7,NE,1566952834,35,18.69,12.92,305.4,3.15
540,gizo,20,IL,1566952834,78,31.8,34.94,299.15,2.1
541,talnakh,0,RU,1566952603,87,69.49,88.39,282.15,6.0
542,anahuac,15,MX,1566952834,75,26.44,-109.02,307.04,2.24
543,conceicao da barra,42,BR,1566952834,83,-18.59,-39.73,290.2,2.35
544,cam ranh,20,VN,1566952834,66,11.92,109.15,303.15,1.0
545,bud,44,NO,1566952834,87,62.91,6.91,289.15,4.1
546,beian,0,NO,1566952834,93,63.66,9.57,288.71,3.1
547,zary,6,PL,1566952835,81,51.64,15.14,294.82,0.89
548,bom despacho,92,BR,1566952835,44,-19.74,-45.25,294.7,3.78
549,san quintin,100,PH,1566952835,86,17.54,120.52,299.7,1.63
550,batticaloa,100,LK,1566952835,74,7.71,81.69,296.3,0.54
551,miandrivazo,23,MG,1566952835,79,-19.53,45.46,291.6,0.89
552,havoysund,90,NO,1566952836,100,71.0,24.66,284.15,6.7
553,oranjemund,0,ZA,1566952836,82,-28.55,16.43,286.3,10.21
554,lamu,93,CN,1566952836,84,35.77,102.37,285.3,0.39
555,port blair,90,IN,1566952672,94,11.67,92.75,296.15,2.6
556,nouadhibou,0,MR,1566952543,83,20.93,-17.03,297.15,3.1
557,saldanha,1,PT,1566952836,66,41.42,-6.55,294.2,1.23
558,kimbe,31,PG,1566952837,56,-5.56,150.15,304.6,1.13
559,moron,57,HT,1566952837,81,18.56,-74.26,300.4,0.69
560,thohoyandou,0,ZA,1566952837,39,-22.97,30.46,288.9,0.84
561,jalu,0,LY,1566952837,54,29.03,21.55,299.8,5.85
562,russell,90,US,1566952837,50,38.9,-98.86,297.15,5.03
563,torbay,40,CA,1566952838,93,47.66,-52.73,288.15,4.1
564,castro,20,CL,1566952838,87,-42.48,-73.76,281.15,3.1
565,vilyuysk,100,RU,1566952838,92,63.75,121.63,285.3,3.54
566,port lincoln,100,AU,1566952838,73,-34.72,135.86,286.3,8.66
567,maslovare,0,BA,1566952838,93,44.56,17.53,292.15,1.0
568,pitimbu,20,BR,1566952838,88,-7.47,-34.81,296.15,2.6
569,xai-xai,0,MZ,1566952839,71,-25.04,33.64,289.9,0.85
570,bathsheba,40,BB,1566952822,78,13.22,-59.52,301.15,5.7
571,clyde river,1,CA,1566952839,87,70.47,-68.59,279.15,4.6
572,luderitz,0,NA,1566952781,62,-26.65,15.16,285.15,7.7
573,bredasdorp,0,ZA,1566952546,81,-34.53,20.04,281.15,3.6
574,sitka,44,US,1566952839,38,37.17,-99.65,298.71,3.58
575,banjar,100,ID,1566952839,87,-7.37,108.54,294.3,0.53
576,kangaatsiaq,97,GL,1566952839,72,68.31,-53.46,279.5,2.36
577,hambantota,20,LK,1566952840,100,6.12,81.12,298.15,4.1
578,sovetskiy,100,RU,1566952840,86,56.76,48.47,282.2,8.55
579,pietermaritzburg,92,ZA,1566952700,84,-29.6,30.38,290.37,1.35
580,carauari,28,BR,1566952840,60,-4.88,-66.9,300.2,0.88
581,wakkanai,0,JP,1566952840,69,45.41,141.67,296.15,1.5
582,bayir,0,TR,1566952840,83,37.27,28.22,295.37,1.0
583,mataura,54,NZ,1566952840,54,-46.19,168.86,286.3,4.53
584,dikson,100,RU,1566952841,92,73.51,80.55,278.3,4.36
585,turukhansk,100,RU,1566952841,68,65.8,87.96,286.3,7.06
586,cavalcante,99,BR,1566952841,37,-13.79,-47.46,293.7,3.43
587,labuan,75,BN,1566952841,83,5.28,115.24,300.15,1.5
588,rafsanjan,0,IR,1566952841,19,30.4,55.99,288.6,2.79
589,alenquer,20,BR,1566952842,88,-1.95,-54.74,299.15,1.0
590,lavrentiya,97,RU,1566952842,56,65.58,-170.99,288.3,2.29
591,zhangye,0,CN,1566952842,44,38.94,100.46,292.0,0.96
592,aykhal,90,RU,1566952842,87,65.95,111.51,282.15,3.0
593,bonavista,100,CA,1566952842,81,48.65,-53.11,288.15,0.45
594,bredy,100,RU,1566952842,66,52.43,60.33,284.4,4.09
595,cockburn town,100,TC,1566952611,77,21.46,-71.14,301.6,4.43
